item_path,current_version,latest_tag,latest_merge_commit,latest_pull_request,updated_utc
HEMS/CODE_HEMS/ASXX/ASXX_ADMX/ASXX_ADMX_CTL/ASXX_ADMX_CTL.c,2,item/CODE_HEMS/ASXX/ASXX_ADMX/ASXX_ADMX_CTL/ASXX_ADMX_CTL.c/v2,b9af722efb4ef9383e5529bb1d120f18e7a019be,3,2026-08-03T12:36:44Z
